rank,time,athlete,club,category,competition_date,competition_type,competition_name,location,ligue,department,type,level,distance
5,26'41'',PICAUD Virginie,S/l Trail Running Athletique C,M2F/78,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
6,27'25'',HUEBER Diane,Ac Digne,SEF/90,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
7,30'05'',BADALYAN Milena,S/l Ca Veynes,ESF/04,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
8,30'22'',BADALYAN Elena,S/l Ca Veynes,ESF/04,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
9,31'20'',OURDOUILLIE Emma,Athletisme Club Flines-lez-rac,SEF/01,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
10,37'11'',DAVID Agnes,Penitents En Durance*,M6F/58,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
1,30'40'',FINE Sebastien,S/l Serre-chevalier Briancon A,SEM/97,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
2,31'01'',BLANC Jerome,Gap Hautes Alpes Athletisme*,M1M/82,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
3,31'41'',BERTHOU Achille,S/l  Guil Trail Club,SEM/99,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
4,31'54'',DELARIS Julien,Penitents En Durance*,SEM/99,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
5,32'01'',ESMIOL Vincent,S/l Trail Running Athletique C,SEM/96,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
6,32'23'',BELLANGER Judicael,S/l Trail Running Athletique C,SEM/91,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
7,32'28'',GOUFFON Valentin,Penitents En Durance*,SEM/96,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
8,32'44'',BERTHOU Martin,Entente Des Mauges*,SEM/01,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
9,33'07'',BERGERET Matis,Ep Manosque Athletisme,SEM/98,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
10,33'15'',BOUDIN Rodolphe,Gap Hautes Alpes Athletisme*,ESM/04,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
11,33'23'',SCHIAVO Emilien,S/l Trail Running Athletique C,M0M/87,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
12,33'31'',PASCAL Valentin,Team Provence Endurance,SEM/90,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
13,33'43'',DJEDJIG Rafik,Penitents En Durance*,M1M/81,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
14,34'00'',CHANRON Valentin,Team Provence Endurance,ESM/03,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
15,34'13'',HUON Maxans,Penitents En Durance*,SEM/00,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
16,34'13'',GUEDON Gabin,S/l Embrun,SEM/96,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
17,34'52'',LASSALE Jerome,Team Provence Endurance,M2M/77,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
18,35'07'',RANCON Maxime,S/l Athle Trail En Argentieroi,M1M/82,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
19,35'16'',MICHEL Paul,Penitents En Durance*,M0M/89,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
20,35'42'',RIVORY Maxime,S/l Trail Running Athletique C,SEM/95,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
21,36'14'',CLEMENT Remi,S/l Trail Running Athletique C,M1M/83,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
21,36'14'',VAUDREVILLE Laurent,Sco Ste-marguerite Marseille*,M3M/72,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
HC,36'31'',CAIELLI Silvio,Non Licencie(e),M4M/69,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
HC,37'07'',ROUY Clement,Non Licencie(e),SEM/93,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
HC,37'11'',CHARLES Biran,Non Licencie(e),SEM/93,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
26,37'30'',DELMI-DEYIRMENDJIAN Nicolas,Team Provence Endurance,SEM/94,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
27,37'30'',FRANCOIS Julien,S/l Embrun,SEM/95,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
28,37'48'',THUNIN Nicolas,S/l Trail Running Athletique C,M0M/89,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
29,37'52'',HAAS Florent,Team Provence Endurance,SEM/92,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
30,37'58'',RAIROLLE Arthur,S/l Embrun,ESM/04,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
31,38'03'',GARNIER Serge,Coureurs Du Monde En Isere*,M4M/66,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
32,38'11'',JUSSIAUME Michael,Ac Digne,M3M/72,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
33,38'23'',MAUMUS Remy,Team Provence Endurance,M1M/80,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
34,39'24'',COIC Alain,Ep Manosque Athletisme,M2M/77,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
35,39'28'',MOTTE Cyrille,Ep Manosque Athletisme,M1M/80,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
36,40'01'',DOUVILLEZ Cedric,Team Provence Endurance,M2M/78,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
37,41'02'',GARDAN Nicolas,S/l Trail Running Athletique C,M2M/76,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
38,43'58'',AUBERT Jean-Michel,S/l Trail Running Athletique C,M5M/64,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
HC,47'53'',RAMARLAH Michel,Non Licencie(e),M5M/62,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
1,21'50'',PAROLA Robin,Gap Hautes Alpes Athletisme*,JUM/05,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
2,22'03'',GIMENEZ Thomas,S/l Embrun,JUM/06,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
3,22'49'',LONG Pierre,Gap Hautes Alpes Athletisme*,JUM/05,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
4,23'56'',CHAUVET Tom,Gap Hautes Alpes Athletisme*,JUM/05,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
5,25'31'',LE TONQUEZE Loris,Ep Manosque Athletisme,JUM/06,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
6,26'16'',LASNIER Jasmin,S/l Serre-chevalier Briancon A,JUM/06,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
,,,,,06/01,Cross,Championnats départementaux 04 & 05 de cross,Les mees,PCA,4,,Dép,4852
,,,,,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
1,-,DOUILLET Antoine,Entente Oise Athletisme *,BEM/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
2,-,PROFFIT Niels,Entente Oise Athletisme *,BEM/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
3,-,COLAS Rafael,Entente Oise Athletisme *,BEM/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
4,-,BURGAT Antonin,Entente Oise Athletisme *,BEM/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
5,-,LEZANDRON Flora,Entente Oise Athletisme *,BEF/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
6,-,PERIER Julie,Us Crepy-en-valois,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
7,-,ROULET Timeo,Entente Oise Athletisme *,BEM/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
8,-,BLONDEL Blanche,Entente Oise Athletisme *,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
9,-,JOURDAIN Alice,Entente Oise Athletisme *,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
10,-,MARTIN Laly,Entente Oise Athletisme *,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
11,-,ETIENNE Clea,Entente Oise Athletisme *,BEF/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
12,-,NOURRY Margot,Entente Oise Athletisme *,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
13,-,BRUEL Emma,Entente Oise Athletisme *,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
14,-,LEMIRE Faustin,Entente Oise Athletisme *,BEM/11,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
15,-,ANQUETIL Maelle,Entente Oise Athletisme *,BEF/12,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
1,-,TERRIEN Abel,Entente Oise Athletisme *,MIM/10,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
2,-,COLAS Matheo,Entente Oise Athletisme *,MIM/09,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
3,-,SOIRON Noemie,EOA - S/L VGA COMPIEGNE,MIF/10,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
4,-,VARIN Adam,Entente Oise Athletisme *,MIM/09,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
5,-,BLANCKE Clarisse,Entente Oise Athletisme *,MIF/10,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
6,-,HILAIRE Adil,Entente Oise Athletisme *,MIM/10,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
7,-,BAUDIN Marie-Eve,Entente Oise Athletisme *,MIF/10,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
8,-,DIDIERJEAN Camille,Entente Oise Athletisme *,MIF/09,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
9,-,HAMMANI Noe,Entente Oise Athletisme *,MIM/09,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
10,-,JEANNOT Maelly,Entente Oise Athletisme *,MIF/09,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
11,-,CARRICO Zelia,Entente Oise Athletisme *,MIF/10,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
12,-,DURONSSOY Clemence,Entente Oise Athletisme *,MIF/09,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
,,,,,06/01,Cross,Cd60 - kid's cross compiègne,Compiegne,H-F,60,Anim,Dép,1750
,,,,,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
1,18'42'',CAVARD Arthur,S/l E. Ceyrat A.,JUM/05,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
2,19'03'',ROUX Pablo,S/l Stade Clermontois,JUM/05,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
3,19'37'',MASSON Leon,S/l Stade Clermontois,JUM/05,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
4,19'43'',COUSY Jules,Beaumont Athletique Club,JUM/05,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
5,19'51'',CHAUSSE Arthur,S/l Stade Clermontois,JUM/05,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
6,20'14'',BURNICHON Timeo,Clermont-triathlon,JUM/05,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
7,20'58'',CHAUMONT Tom,Non Licencie(e),JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
8,21'22'',CHUPIN Malo,Clermont-triathlon,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
9,21'30'',MAGNE Dylan,Rando Trail Mauriac,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
10,21'37'',DELBOURG Matteo,Asptt Clermont Athletisme,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
11,21'38'',DESSEVRE Jean,Club Athletisme Loisir Riom,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
12,21'47'',GENOUEL-REHAULT Tristan,Club Athletisme Loisir Riom,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
13,21'51'',OLIVIER Johan,Eveil Mendois Athletisme,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
14,22'32'',LACAM Virgilio,Cal Riom,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
15,23'24'',DURAND Killian,Eveil Mendois Athletisme,JUM/06,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
"Résultats Équipes | Course 2 : M1 à M10 - MAM   1S/L AS MONTFERRAND1h48'11'' 24'58'' (657), 25'41'' (7309), 28'10'' (631), 29'22'' (582)  2S/L E. CEYRAT A.1h49'27'' 26'15'' (1764), 26'42'' (1699), 27'29'' (1757), 29'01'' (1702)  3S/L ATHLETISME CLUB COURNON D'1h49'35'' 26'22'' (703), 27'07'' (727), 27'52'' (731), 28'14'' (715)  4AS ROMAGNAT1h54'07'' 27'45'' (24), 28'34'' (20), 28'39'' (16), 29'09'' (19)  5ASPTT CLERMONT ATHLETISME1h56'08'' 28'00'' (119), 29'04'' (121), 29'11'' (109), 29'53'' (2130)  6NON LICENCIE(E)1h57'02'' 27'31'' (1645), 29'31'' (7373), 29'59'' (1876), 30'01'' (1814)  7CLUB ATHLETISME LOISIR RIOM2h00'19'' 27'49'' (300), 28'38'' (7356), 29'26'' (308), 34'26'' (321)  8CLERMONT-TRIATHLON2h07'30'' 29'25'' (1917), 30'46'' (1954), 33'08'' (1944), 34'11'' (1979)  9ACFA2h12'13'' 30'07'' (3), 33'33'' (1337), 34'15'' (10), 34'18'' (1336)",1,1h48'11'',2,1h49'35'',07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
1,24'58'',MONIER Damien,S/l As Montferrand,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
2,25'41'',THEURI James Kibocha,S/l As Montferrand,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
3,26'15'',DAMIENS Bertrand,S/l E. Ceyrat A.,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
4,26'22'',DUMAS Nicolas,S/l Athletisme Club Cournon D',M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
5,26'42'',RAPIN Jean-Christophe,S/l E. Ceyrat A.,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
6,27'07'',SUC Patrice,S/l Athletisme Club Cournon D',M4M/69,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
7,27'13'',CERCY Vincent,Union Sportive St Georges Les,M1M/80,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
8,27'25'',SOARES Pascal,Entente Ouest Allier Athletism,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
9,27'29'',CANAUD Christophe,S/l E. Ceyrat A.,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
10,27'31'',REBOLLO Damien,Non Licencie(e),M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
11,27'45'',PITOU Julien,As Romagnat,M1M/83,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
12,27'49'',FOUILHOUX Julien,Club Athletisme Loisir Riom,M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
13,27'52'',VIDAL Nicolas,S/l Athletisme Club Cournon D',M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
14,28'00'',PASSELAIGUE Fabien,Asptt Clermont Athletisme,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
15,28'10'',GUEHENNEC Bertrand,S/l As Montferrand,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
16,28'14'',LONCHAMBON Fabrice,S/l Athletisme Club Cournon D',M3M/74,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
17,28'30'',MILLIERAS Laurent,Union Sportive St Georges Les,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
18,28'34'',LAURENT Pascal,As Romagnat,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
19,28'35'',LAFONT Olivier,S/l Lempdes Athletisme Et Lois,M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
20,28'38'',BERTRAND Frederic,Club Athletisme Loisir Riom,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
21,28'39'',GRENET Pascal,As Romagnat,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
22,28'45'',BOUVIER Pierre,S/l Athletisme Club Cournon D',M1M/83,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
23,28'49'',CHAUSSE Pierre,Cuc Athletisme,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
24,28'51'',DESGACHE Guillaume,S/l Athletisme Club Cournon D',M1M/80,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
25,28'58'',BRODZKI Ivan,Courir En Livradois Forez,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
26,29'00'',GUILLERMIN Jerome,Team Run Forez,M2M/76,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
27,29'01'',RODRIGUES Esrrael,S/l E. Ceyrat A.,M2M/77,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
28,29'04'',PERARD Jean Michel,Asptt Clermont Athletisme,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
29,29'09'',LATCHIMY Thierry,As Romagnat,M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
30,29'11'',MASCLAUX Frederic,Asptt Clermont Athletisme,M4M/69,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
31,29'22'',BAY Julien,S/l As Montferrand,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
32,29'25'',SAMLAL Nizar,Clermont-triathlon,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
33,29'26'',JARRIGE Mickael,Club Athletisme Loisir Riom,M1M/84,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
34,29'30'',LACAZE Benoit,Non Licencie(e),M1M/80,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
35,29'31'',SEGUIN Pierre,Non Licencie(e),M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
36,29'34'',CHANTELAUZE Maxence,S/l As Montferrand,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
37,29'36'',CELLIER Jean-Baptiste,Eveil Mendois Athletisme,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
38,29'37'',DELAIRE Frederik,Volvic Natura Trail,M2M/77,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
39,29'53'',SALGUEIRO Albert,Asptt Clermont Athletisme,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
40,29'55'',MAZZETTI Christopher,Asptt Clermont Athletisme,M2M/77,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
41,29'59'',LAFLEURIEL Guillaume,Non Licencie(e),M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
42,30'00'',TIXIER Julien,Union Sportive St Georges Les,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
43,30'01'',VELASCO Olivier,Non Licencie(e),M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
44,30'07'',BUSSON Stephane,Acfa,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
45,30'20'',ANDRIEUX Fabien,Nasatri,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
46,30'25'',HERMENT Vincent,Volvic Natura Trail,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
47,30'29'',TRINQUE Didier,S/l As Montferrand,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
48,30'36'',AUFAURE Sebastien,Limagne-athletes-endurance,M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
49,30'46'',ALEXANDRE Nicolas,Clermont-triathlon,M3M/71,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
50,30'57'',LAMADON Ludovic,Beaumont Athletique Club,M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
51,31'01'',PALAGOS Cedric,Puissance 3 Cournon,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
52,31'12'',PAUL Wyatt,Cuc Athletisme,M5M/61,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
53,31'27'',AGUT Jean Christophe,Non Licencié(e),M2M/79,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
54,31'33'',BEAURE Nicolas,Athletisme Chamalieres,M1M/84,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
55,31'34'',VERGNE Arnaud,S/l As Montferrand,M1M/82,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
56,31'54'',MATERINSKY Remi,Volvic Natura Trail,M6M/58,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
57,32'07'',RAVEL Laurent,Non Licencié(e),M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
58,32'17'',DESMERCIERES Franck,Limagne-athletes-endurance,M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
59,32'24'',CERETTA Olivier,Non Licencie(e),M5M/62,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
60,32'26'',HIDROT Jean-Denis,Les Flammes Athletiques Chamal,M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
61,32'28'',SAINTIVES Romain,Us Issoire,M1M/81,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
62,32'55'',FAYARD Herve,Limagne-athletes-endurance,M3M/70,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
63,33'08'',TOURNEBIZE Eric,Fraternelle Chat.-gaillard,M4M/69,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
64,33'08'',FERNANDES Jean-Luc,S/l Athletisme Club Cournon D',M3M/73,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
65,33'08'',OUCHCHANE Lemlih,Clermont-triathlon,M3M/71,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
66,33'12'',CHABRILLAT Christophe,Us Issoire,M2M/75,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
67,33'19'',PINGUET Guillaume,Non Licencie(e),M2M/78,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
68,33'23'',HEBRARD Jean-Paul,As Romagnat,M7M/53,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
69,33'32'',MILON Franck,Ultra Marathon France,M4M/66,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
70,33'33'',RENAUT Eric,Acfa,M5M/64,07/01,Cross,Départementaux de cross à riom - 63 -,Riom,ARA,63,,Dép,5630
